Error Rate,Average Evals,Time to test,Average Time,Model Weights,Layers,Epocs,Hidden Dimensions
0.31701505089226084,2.4542770238551275,0.6943490505218506,8.317561142742776e-05,test72_model_weights.pth,2,50,512
0.29581681637879803,2.43899369827116,0.7973599433898926,9.55152008941314e-05,test73_model_weights.pth,2,50,1024
0.2844339967778187,2.511241076354702,3.8358261585235596,0.0004594904358557211,test74_model_weights.pth,2,50,2048
0.2544397605021468,2.448259383040736,11.516481876373291,0.0013795498174860195,test75_model_weights.pth,2,50,4096
0.24303004488495283,2.374759817948216,0.7457432746887207,8.933196869773847e-05,test76_model_weights.pth,3,50,512
0.2732330606741874,2.395114405629563,1.0570158958435059,0.00012661905795921248,test77_model_weights.pth,3,50,1024
0.25723153239755314,2.395216284450342,6.506827116012573,0.0007794474264509551,test78_model_weights.pth,3,50,2048
0.4159993299024513,2.4021949195162455,21.24181580543518,0.002544539507119691,test79_model_weights.pth,3,50,4096
0.32180213270729063,2.341791125231162,0.9990029335021973,0.00011966973328967385,test80_model_weights.pth,5,50,512
0.2500046566049034,2.3753702441553055,4.154282093048096,0.0004976380082712141,test81_model_weights.pth,5,50,1024
0.21152299597783478,2.4994446599227254,11.38295316696167,0.0013635545240730318,test82_model_weights.pth,5,50,2048
0.2883083018469858,2.4374521128420734,41.0015332698822,0.0049115396825445854,test83_model_weights.pth,5,50,4096
0.2832887869635476,2.379576484883355,1.0121700763702393,0.00012124701441905118,test84_model_weights.pth,6,50,512
0.3370095196104334,2.5213885014124178,4.487648963928223,0.000537571749392456,test85_model_weights.pth,6,50,1024
0.28781141162997664,2.3296024467482375,13.727285861968994,0.0016443805370138888,test86_model_weights.pth,6,50,2048
